user_id,login_attempts_count,failed_attempts_count,time_between_attempts,source_ip,geolocation_country,MFA_enabled,previous_breach_flag,failed_login_ratio,bot_detection_score,geo_distance_from_last_login,device_consistency_flag,concurrent_login_attempts,time_of_day,time_since_last_login,login_velocity,anomalous_ip_flag,credential_reuse_flag,CAPTCHA_failed_attempts,previous_attack_history
2246,11,2,1.21,51.196.150.186,BR,1,0,0.12,0.16,66.05,1,1,13.06,2.74,5.91,0,0,0,0
2247,14,0,1.42,16.113.132.168,GB,1,0,0.18,0.08,40.32,1,0,19.35,0.61,6.05,0,0,0,0
2248,9,1,1.01,227.168.21.219,AU,1,0,0.02,0.23,48.64,1,0,8.57,0.35,8.1,0,0,0,0
2249,10,1,1.87,87.193.99.188,DE,0,0,0.1,0.21,39.49,1,0,9.54,2.67,6.89,0,0,0,0
2250,6,1,0.77,184.192.254.10,US,1,0,0.05,0.36,22.8,0,1,21.06,3.84,9.3,0,0,0,0
2251,5,3,1.52,231.11.164.246,CA,1,0,0.17,0.01,15.85,1,0,7.72,2.56,6.96,0,0,0,0
2252,6,3,1.54,199.54.92.4,BR,1,0,0.11,0.04,68.92,0,0,1.69,0.44,8.18,0,0,0,0
2253,8,2,1.34,200.69.51.219,JP,0,0,0.13,0.36,43.81,0,0,1.52,4.86,7.96,0,1,0,0
2254,6,0,0.86,210.3.8.111,CA,1,0,0.06,0.47,13.35,1,1,19.28,1.1,8.89,0,0,0,0
2255,6,4,1.13,253.253.135.50,JP,1,0,0.19,0.17,9.68,1,0,22.41,4.44,5.68,0,0,0,0
2256,5,4,1.54,105.98.29.147,AU,1,0,0.05,0.29,51.2,1,0,23.54,1.07,7.26,0,0,0,0
2257,13,0,0.86,34.176.32.111,CA,0,0,0.08,0.39,95.01,1,1,21.41,4.64,7.23,0,1,0,0
2258,14,1,0.58,88.255.122.181,BR,0,0,0.01,0.12,32.8,1,1,22.05,0.63,5.1,0,0,0,0
2259,8,0,1.88,105.64.8.133,GB,1,0,0.16,0.28,18.28,1,1,18.36,3.62,6.51,0,0,0,0
2260,13,1,1.83,230.225.167.234,IN,0,0,0.11,0.18,21.16,1,0,13.91,0.1,6.53,0,0,0,0
2261,10,1,1.91,157.0.136.132,DE,1,0,0.12,0.2,36.56,1,0,6.83,3.09,5.12,0,0,0,0
2262,14,4,1.9,153.223.36.82,GB,1,0,0.19,0.41,29.97,0,0,10.1,1.44,6.7,0,0,0,0
2263,10,2,1.63,185.85.72.166,AU,1,0,0.03,0.07,65.92,1,1,14.84,1.99,9.09,0,0,0,1
2264,12,1,1.55,98.88.251.88,JP,0,0,0.01,0.44,45.34,1,1,6.31,4.82,5.25,0,0,0,0
2265,10,0,1.12,236.20.215.132,CA,1,0,0.05,0.24,39.88,1,1,0.78,4.14,6.46,0,0,0,0
2266,13,3,1.23,29.223.189.202,US,1,0,0.05,0.37,86.84,1,0,9.18,0.6,7.11,0,0,0,0
2267,12,0,0.99,25.46.230.139,GB,1,0,0.02,0.38,38.36,1,1,6.13,1.86,7.26,0,0,0,0
2268,8,0,1.13,143.183.248.217,AU,1,1,0.07,0.01,22.3,1,0,18.3,2.96,9.95,0,0,0,0
2269,6,3,0.51,40.161.127.108,CA,0,1,0.08,0.11,32.75,0,0,20.2,2.98,5.38,0,0,0,0
2270,8,3,0.82,62.47.198.118,US,1,0,0.09,0.15,13.16,0,0,17.88,0.31,7.46,0,0,0,0
2271,13,0,1.16,37.127.96.74,US,1,0,0.01,0.09,25.27,1,0,23.41,0.31,7.25,0,0,0,0
2272,7,2,0.53,247.121.132.176,DE,1,0,0.15,0.41,9.05,0,0,4.4,0.73,6.07,0,1,0,0
2273,8,3,1.57,249.234.182.96,US,1,0,0.01,0.47,33.05,1,1,20.56,2.82,6.46,0,0,0,0
2274,14,1,1.78,219.67.224.230,CA,0,0,0.1,0.34,38.06,0,0,6.38,3.18,6.33,0,0,0,0
2275,14,0,1.43,130.207.234.243,DE,1,0,0.13,0.16,55.05,0,1,12.18,1.81,9.5,0,0,0,0
2276,9,1,1.3,161.50.190.220,CA,0,0,0.17,0.01,1.5,0,0,8.48,3.94,8.32,0,1,0,0
2277,9,3,1.12,104.254.155.219,JP,1,0,0.13,0.07,74.68,1,1,6.9,2.11,6.73,0,0,0,0
2278,14,1,1.94,162.69.156.9,US,1,0,0.17,0.22,24.64,1,0,9.52,0.83,5.14,0,0,0,0
2279,5,1,0.97,147.211.233.95,GB,1,0,0.15,0.44,59.9,1,0,23.94,4.67,6.1,0,0,0,0
2280,6,1,1.71,244.228.222.15,IN,1,1,0.18,0.46,19.23,1,0,16.69,1.06,8.29,0,0,0,0
2281,11,2,0.93,240.18.229.204,DE,1,0,0.06,0.4,19.76,1,1,15.21,4.61,7.78,0,0,0,0
2282,8,3,0.55,29.163.60.0,AU,1,0,0.14,0.17,59.65,1,0,5.62,0.03,9.06,0,0,0,0
2283,8,2,1.2,234.134.121.162,BR,0,0,0.07,0.08,55.4,1,0,6.09,1.92,5.04,1,0,0,0
2284,5,0,1.76,78.30.5.120,AU,1,0,0.12,0.45,86.39,1,1,20.33,0.3,9.26,0,0,0,0
2285,6,4,1.71,65.113.46.114,DE,1,0,0.1,0.29,98.87,0,1,12.64,2.63,7.45,0,0,0,0
2286,5,3,1.88,43.6.54.129,IN,1,0,0.1,0.45,79.0,1,0,12.15,2.98,9.62,1,0,0,0
2287,9,3,1.96,226.52.201.35,DE,1,0,0.19,0.3,87.43,0,1,19.74,3.73,5.89,0,0,0,0
2288,11,4,1.75,154.200.155.24,IN,1,0,0.04,0.08,39.31,0,0,15.5,2.54,5.66,0,0,0,0
2289,7,3,1.03,215.97.211.91,DE,1,0,0.17,0.05,0.35,1,1,3.21,2.71,8.67,0,0,0,0
2290,5,4,0.67,1.211.156.32,JP,1,0,0.04,0.01,96.69,1,0,5.26,4.94,5.44,0,1,0,1
2291,6,1,1.24,223.229.204.205,GB,0,0,0.03,0.19,63.65,1,1,6.89,2.09,9.22,0,0,0,0
2292,5,3,0.63,34.102.200.245,AU,1,0,0.12,0.12,19.61,1,0,0.1,1.51,5.78,0,0,0,0
2293,12,2,1.96,132.145.195.26,DE,0,0,0.01,0.25,16.8,1,1,2.32,4.64,7.78,0,0,0,1
2294,12,4,1.11,235.171.91.146,GB,1,0,0.14,0.18,1.53,0,1,22.53,4.68,5.23,0,1,0,0
2295,11,1,1.0,6.247.13.190,IN,1,0,0.17,0.33,16.16,1,1,11.42,2.14,8.67,0,0,0,0
2296,13,2,0.52,169.239.206.188,GB,0,0,0.2,0.09,42.41,1,0,0.05,2.52,5.05,0,0,0,1
2297,10,0,0.6,42.208.197.247,AU,0,0,0.05,0.48,23.31,1,1,15.76,1.04,7.88,0,0,0,0
2298,13,1,0.95,146.132.92.156,CA,1,1,0.14,0.39,91.59,1,1,16.14,4.47,7.71,0,0,0,0
2299,10,4,1.31,81.139.175.255,DE,1,0,0.0,0.27,61.59,0,1,19.91,2.67,9.39,0,0,0,0
2300,9,1,0.57,151.127.167.34,US,1,0,0.16,0.04,75.38,0,0,3.53,3.99,9.57,0,0,0,0
2301,7,0,0.8,216.209.80.26,JP,0,0,0.14,0.49,13.82,1,0,7.68,2.24,7.0,0,0,0,0
2302,8,4,1.72,224.224.207.230,JP,1,0,0.1,0.08,39.7,1,0,10.6,2.97,9.8,0,0,0,0
2303,12,1,0.71,108.10.63.170,GB,1,0,0.01,0.37,34.65,0,1,17.13,2.04,5.32,0,0,0,0
2304,11,4,0.84,129.217.15.49,GB,1,0,0.19,0.01,38.36,1,0,20.44,4.55,5.11,0,0,0,0
2305,6,1,0.64,239.241.11.116,AU,1,0,0.1,0.23,62.79,0,1,23.11,3.13,9.62,0,0,0,0
2306,11,3,0.71,233.199.130.147,IN,1,0,0.04,0.46,95.19,0,1,8.64,2.96,6.8,0,0,0,0
2307,8,4,1.75,26.207.17.166,CA,1,0,0.04,0.41,40.99,1,0,6.99,1.51,9.72,0,1,0,0
2308,10,0,1.54,8.185.163.68,US,1,0,0.14,0.38,26.27,1,1,9.63,0.92,7.83,0,0,0,0
2309,11,3,0.68,31.78.240.197,BR,0,0,0.1,0.31,7.11,1,0,14.26,1.73,8.02,0,0,0,0
2310,9,0,0.95,37.86.188.228,DE,1,0,0.19,0.11,71.45,1,1,4.59,2.05,9.91,0,1,0,0
2311,13,3,1.51,136.54.13.165,BR,1,0,0.13,0.22,68.64,1,0,21.36,1.53,7.62,0,0,0,0
2312,6,1,1.63,101.216.161.201,GB,1,0,0.08,0.1,14.05,1,1,1.84,2.71,7.63,0,0,0,0
2313,9,1,0.67,172.19.3.174,IN,0,0,0.04,0.24,64.25,1,0,18.55,3.84,9.02,0,0,0,1
2314,5,2,1.75,55.81.33.115,DE,1,0,0.19,0.02,40.55,0,0,19.98,0.36,6.39,0,0,0,0
2315,12,2,1.32,152.39.253.252,BR,1,0,0.18,0.37,99.63,0,0,19.26,1.95,9.67,0,0,0,0
2316,6,3,1.46,22.143.122.154,DE,1,0,0.11,0.31,15.58,0,0,8.48,2.47,6.12,0,0,0,0
2317,12,2,0.71,7.96.214.192,US,1,0,0.04,0.05,15.41,1,0,0.79,1.86,7.17,0,0,0,0
2318,6,4,1.47,92.139.125.106,GB,1,0,0.13,0.4,90.89,1,0,5.55,1.05,9.64,0,0,0,0
2319,8,0,0.77,14.82.89.160,CA,0,0,0.01,0.13,34.89,1,1,13.3,2.91,7.87,0,0,0,0
2320,5,0,0.63,142.121.143.103,AU,1,0,0.15,0.46,47.24,1,0,6.88,1.15,9.25,0,0,0,0
2321,7,0,0.73,41.209.65.104,AU,1,0,0.16,0.17,17.62,1,1,1.54,3.48,8.16,0,0,0,0
2322,9,1,0.93,227.246.234.43,DE,0,0,0.01,0.45,12.81,1,1,19.69,0.96,5.27,0,0,0,0
2323,10,1,0.85,92.217.40.60,DE,1,0,0.16,0.28,64.94,0,1,18.4,1.52,7.6,0,0,0,0
2324,5,1,1.75,106.244.81.228,AU,1,0,0.08,0.33,73.67,1,0,9.43,4.58,8.42,0,0,0,0
2325,7,0,0.93,183.75.38.8,DE,0,0,0.0,0.5,93.05,0,0,1.96,3.41,6.49,0,0,0,0
2326,6,4,1.73,27.180.211.82,BR,1,0,0.14,0.39,23.68,1,1,3.61,1.16,6.01,0,1,0,0
2327,6,3,0.74,129.230.161.77,US,1,0,0.09,0.21,11.85,1,1,18.72,0.6,6.77,0,1,0,0
2328,9,4,1.58,99.54.20.224,DE,1,0,0.16,0.15,67.56,0,0,4.65,1.65,7.25,1,0,0,0
2329,12,1,1.97,150.5.209.0,CA,1,0,0.02,0.31,44.53,0,1,4.41,1.05,5.07,0,1,0,0
2330,10,4,1.05,213.42.31.11,BR,1,1,0.06,0.15,52.56,1,0,2.19,2.84,7.12,0,0,0,0
2331,14,1,1.98,239.30.182.216,US,1,0,0.06,0.28,84.49,1,1,7.82,0.71,6.9,0,0,0,0
2332,9,4,1.06,244.9.69.28,JP,1,0,0.05,0.5,55.77,1,1,23.88,2.4,7.14,0,0,0,1
2333,5,0,1.7,114.51.68.203,AU,1,0,0.19,0.23,38.13,0,1,18.51,3.52,7.47,0,0,0,0
2334,8,0,1.82,179.135.85.135,AU,1,0,0.0,0.12,37.71,1,1,13.32,3.16,8.98,0,0,0,0
2335,7,1,0.87,64.158.209.201,JP,0,0,0.16,0.33,82.53,1,1,12.39,2.18,9.82,0,0,0,0
2336,5,2,0.78,187.51.204.202,BR,1,0,0.15,0.31,7.83,1,0,11.68,4.55,7.93,0,0,0,0
2337,13,0,1.75,180.132.197.83,GB,1,0,0.03,0.12,80.06,0,0,1.85,2.2,9.6,0,0,0,0
2338,6,2,1.19,217.21.131.61,GB,1,0,0.02,0.48,5.04,0,0,15.08,4.45,9.65,0,0,0,0
2339,8,0,0.74,29.250.150.53,JP,1,1,0.07,0.17,71.64,0,1,5.84,3.47,5.56,0,0,0,0
2340,5,3,0.56,176.174.225.114,BR,1,0,0.03,0.34,67.9,1,0,18.91,1.25,5.6,0,0,0,0
2341,7,4,0.6,67.226.178.132,DE,1,0,0.17,0.27,58.77,1,0,11.82,2.12,5.81,0,0,0,0
2342,6,2,1.61,230.114.160.172,GB,0,0,0.17,0.47,45.58,1,1,14.9,1.87,5.24,1,0,0,0
2343,6,2,1.83,184.233.82.33,GB,0,0,0.18,0.16,83.63,0,1,10.02,0.16,9.78,0,0,0,0
2344,8,3,1.11,113.103.134.130,JP,1,0,0.16,0.34,34.95,1,1,23.67,0.38,9.27,0,0,0,0
2345,8,4,1.62,255.159.93.155,BR,1,1,0.01,0.39,57.77,1,1,15.95,1.85,5.49,1,0,0,0
2346,9,1,1.41,1.84.58.246,IN,1,0,0.05,0.12,74.4,1,1,8.05,0.93,9.3,0,0,0,0
2347,7,1,1.32,138.27.133.146,DE,1,0,0.03,0.27,99.79,1,0,2.57,3.32,6.41,0,0,0,0
2348,5,2,1.2,51.191.211.209,JP,1,0,0.09,0.09,42.94,0,1,10.18,0.4,9.94,0,1,0,0
2349,12,4,1.34,83.111.109.179,DE,1,0,0.05,0.46,28.71,1,0,6.17,4.43,7.22,0,0,0,0
2350,7,2,0.91,184.200.92.203,CA,1,0,0.01,0.23,27.27,1,1,4.11,3.77,7.31,0,0,0,0
2351,12,3,0.79,131.9.171.9,US,1,0,0.19,0.3,51.76,1,0,21.54,3.54,7.11,0,0,0,0
2352,8,4,0.61,96.96.18.160,US,1,1,0.13,0.41,92.95,0,0,3.45,1.95,6.08,0,0,0,0
2353,8,4,0.72,78.249.83.72,BR,1,0,0.13,0.07,78.28,0,1,20.3,4.97,5.66,0,0,0,0
2354,10,4,0.7,164.202.15.80,CA,1,0,0.06,0.12,66.48,1,1,7.02,1.91,8.35,0,0,0,0
2355,6,0,1.95,171.203.72.96,US,1,0,0.17,0.47,26.74,1,0,17.32,0.7,8.42,0,0,0,0
2356,8,1,0.7,49.105.87.168,IN,1,0,0.02,0.37,98.93,1,0,11.08,2.88,8.84,1,0,0,0
2357,14,3,1.76,8.250.46.6,GB,1,0,0.16,0.45,85.79,1,0,1.26,0.14,7.99,0,0,0,0
2358,5,2,1.45,141.55.108.212,CA,1,0,0.11,0.09,27.26,1,1,2.94,0.37,5.31,0,0,0,0
2359,13,1,0.78,136.147.91.221,IN,1,0,0.02,0.47,57.32,0,0,17.35,4.26,9.85,0,0,0,0
2360,7,0,0.73,77.103.110.55,JP,1,0,0.18,0.39,22.06,0,1,1.82,1.32,7.31,0,0,0,0
2361,6,4,1.83,39.170.108.41,CA,1,0,0.04,0.0,57.77,0,1,19.0,1.12,7.92,0,0,0,0
2362,6,4,1.18,23.218.176.90,CA,1,0,0.11,0.39,77.62,0,1,0.17,3.04,8.86,0,0,0,0
2363,12,2,1.02,192.64.137.222,GB,1,1,0.02,0.25,60.46,0,1,8.09,1.49,8.92,0,1,0,0
2364,8,0,1.07,220.132.118.65,GB,1,0,0.11,0.22,33.65,1,1,17.73,3.03,7.13,0,0,0,0
2365,9,0,1.51,222.200.96.121,JP,0,0,0.11,0.2,0.83,1,0,9.99,4.26,5.98,0,0,0,0
2366,9,0,0.72,49.236.47.62,BR,1,0,0.14,0.2,3.91,1,0,12.05,3.89,8.32,0,0,0,0
2367,10,1,1.89,63.105.128.60,IN,1,0,0.06,0.21,39.3,0,1,9.49,4.51,6.52,0,0,0,0
2368,5,1,1.18,179.6.243.215,IN,0,0,0.13,0.17,95.08,1,1,19.18,4.7,8.19,0,0,0,0
2369,14,0,1.48,144.171.205.112,IN,1,0,0.14,0.38,87.4,1,0,19.75,1.6,9.58,0,0,0,1
2370,5,2,1.59,119.127.63.127,US,1,0,0.1,0.09,85.27,1,0,20.45,0.93,9.69,0,0,0,0
2371,7,2,1.67,239.83.83.174,BR,1,0,0.02,0.11,11.67,1,1,9.74,4.37,8.84,0,0,0,0
2372,5,2,1.2,44.50.248.248,US,1,0,0.14,0.06,91.93,1,1,15.1,2.52,5.23,0,0,0,0
2373,13,3,1.26,45.160.213.16,IN,1,0,0.18,0.35,96.17,1,0,7.36,1.37,5.88,0,0,0,0
2374,12,2,0.78,201.6.143.111,GB,1,0,0.19,0.06,93.46,0,0,0.53,2.13,8.32,0,0,0,0
2375,5,2,1.18,72.78.116.150,IN,1,0,0.0,0.23,48.78,1,1,1.38,3.8,8.09,0,0,0,0
2376,8,2,0.54,195.144.202.188,GB,1,0,0.16,0.14,35.77,0,0,6.55,3.72,5.09,0,0,0,0
2377,9,4,0.62,236.105.188.157,US,1,0,0.17,0.37,1.71,1,1,9.99,1.42,6.35,0,0,0,0
2378,9,3,1.93,48.151.82.251,IN,1,0,0.06,0.13,0.93,1,1,11.73,1.17,9.35,0,0,0,0
2379,11,1,0.79,69.181.98.185,US,1,0,0.15,0.39,98.86,1,1,10.86,0.25,7.5,0,0,0,0
2380,11,2,1.93,138.103.15.197,AU,1,0,0.02,0.27,68.01,0,0,17.46,1.61,6.72,0,0,0,0
2381,10,1,1.83,15.84.214.254,US,1,0,0.11,0.26,23.74,1,1,21.27,2.77,5.68,0,0,0,0
2382,8,0,1.01,70.220.139.124,JP,1,0,0.12,0.42,59.66,1,1,4.45,3.5,5.67,0,0,0,0
2383,11,3,1.17,45.27.101.239,BR,0,0,0.01,0.23,51.21,0,0,9.04,0.22,6.91,0,0,0,0
2384,11,0,1.2,231.32.197.108,JP,1,0,0.09,0.12,22.59,1,1,15.34,0.54,8.81,0,0,0,0
2385,8,3,0.74,41.172.212.13,AU,1,1,0.09,0.29,71.6,1,0,15.86,3.42,6.14,0,0,0,0
2386,14,3,1.61,83.77.89.2,IN,1,0,0.1,0.4,29.59,1,0,12.33,0.16,5.05,0,0,0,0
2387,13,4,1.06,89.150.125.181,GB,1,0,0.18,0.33,11.04,1,1,6.58,4.6,9.97,0,1,0,0
2388,5,0,1.75,38.100.59.7,CA,1,0,0.18,0.35,35.95,0,0,16.88,3.41,6.42,0,0,0,0
2389,10,2,1.51,102.141.73.82,AU,0,0,0.16,0.16,2.35,1,1,14.58,3.01,5.35,0,0,0,0
2390,14,2,1.74,4.184.145.220,BR,1,0,0.02,0.12,99.16,0,1,12.92,2.05,6.45,0,0,0,0
2391,13,4,1.12,161.23.68.221,DE,1,1,0.2,0.38,20.12,1,0,16.12,4.86,6.15,0,0,0,0
2392,5,0,1.14,60.58.103.202,US,1,0,0.1,0.43,30.44,0,0,2.3,2.35,7.06,0,0,0,0
2393,12,3,1.2,154.183.212.28,AU,1,0,0.1,0.05,89.87,1,1,13.74,3.82,7.39,0,0,0,0
2394,5,2,1.18,165.5.49.32,BR,1,0,0.13,0.39,25.45,1,0,16.59,0.06,8.75,0,0,0,0
2395,14,1,1.07,135.212.34.56,JP,1,0,0.08,0.19,26.67,0,0,19.99,4.21,7.93,0,0,0,0
2396,11,3,1.31,50.105.28.150,CA,1,0,0.15,0.03,14.63,1,0,7.04,4.46,8.48,1,0,0,0
2397,11,1,1.19,132.10.141.173,JP,1,0,0.13,0.08,38.81,0,1,22.92,1.53,7.66,0,0,0,0
2398,10,0,0.82,27.238.63.179,AU,1,0,0.12,0.46,68.84,1,0,10.03,2.26,5.91,0,0,0,0
2399,7,4,1.05,197.53.184.183,JP,1,0,0.06,0.47,10.38,0,1,7.29,2.06,7.52,0,0,0,0
2400,13,0,0.85,29.112.36.56,BR,1,0,0.07,0.18,78.73,1,0,2.49,3.85,7.72,0,0,0,0
2401,5,2,1.46,74.68.107.190,GB,1,0,0.09,0.42,17.31,1,1,1.48,3.53,7.38,0,0,0,0
2402,9,0,0.92,137.145.133.199,DE,1,0,0.19,0.21,73.63,1,0,9.25,4.19,6.81,1,0,0,0
2403,11,1,1.94,162.7.248.86,US,1,0,0.1,0.43,81.09,1,0,18.63,1.61,6.26,0,0,0,0
2404,7,0,1.45,206.163.6.216,AU,0,0,0.09,0.42,13.03,1,0,0.76,2.33,8.22,0,0,0,0
2405,9,2,1.34,88.191.120.120,CA,1,1,0.13,0.36,52.26,1,0,18.54,3.55,7.02,0,0,0,0
2406,12,2,0.96,239.16.50.27,BR,1,1,0.18,0.25,47.07,1,1,1.88,1.53,6.05,0,0,0,0
2407,9,0,1.86,122.73.93.29,BR,1,0,0.18,0.05,63.89,1,0,12.71,2.86,6.06,0,1,0,0
2408,13,0,0.73,140.228.219.248,AU,1,1,0.14,0.22,3.82,1,0,12.21,2.03,6.8,0,0,0,0
2409,14,4,0.54,115.131.195.148,DE,1,0,0.12,0.14,50.95,1,0,9.49,0.06,6.09,0,0,0,0
2410,6,1,1.84,73.91.36.156,US,1,0,0.19,0.38,52.56,1,0,18.53,1.69,9.26,0,0,0,0
2411,14,1,0.8,103.179.11.248,BR,1,0,0.1,0.4,14.11,1,0,8.86,4.51,7.91,0,0,0,0
2412,11,0,1.24,182.248.30.143,DE,1,0,0.16,0.01,77.96,1,1,11.14,4.9,6.96,0,0,0,0
2413,6,4,1.28,43.86.226.80,GB,0,0,0.17,0.13,5.99,1,1,22.19,0.27,9.97,1,0,0,0
2414,11,1,1.52,35.211.112.99,IN,1,0,0.01,0.4,67.85,1,1,8.36,0.04,7.83,0,0,0,0
2415,8,3,1.27,48.248.244.63,JP,1,0,0.18,0.21,43.74,1,0,18.94,1.47,8.32,0,0,0,0
2416,14,4,1.09,238.6.214.140,CA,1,1,0.2,0.44,13.06,1,0,9.23,0.35,7.42,0,0,0,0
2417,12,1,1.64,61.242.187.22,DE,0,0,0.14,0.06,85.95,1,1,6.33,4.57,8.47,0,1,0,0
2418,5,1,1.24,42.21.199.187,IN,1,1,0.09,0.15,99.18,1,1,16.88,0.95,7.44,0,0,0,0
2419,12,4,0.59,253.100.183.106,BR,1,0,0.09,0.35,61.32,1,0,22.83,4.44,8.34,0,0,0,0
2420,7,3,1.57,44.59.172.79,AU,1,1,0.14,0.21,1.63,0,1,7.83,1.45,8.17,0,0,0,0
2421,12,4,0.61,7.122.25.116,US,1,0,0.19,0.45,17.92,0,1,15.14,1.86,8.22,0,0,0,0
2422,5,1,1.1,233.67.158.184,BR,0,0,0.11,0.15,47.33,1,1,7.39,1.78,8.35,0,1,0,0
2423,6,4,0.7,206.32.52.165,DE,1,0,0.07,0.16,38.09,1,1,7.78,2.17,7.41,0,0,0,0
2424,5,4,1.2,73.16.72.6,DE,0,0,0.08,0.3,77.61,1,0,0.54,1.18,5.05,0,1,0,0
2425,7,0,1.6,110.79.196.164,JP,0,0,0.06,0.16,71.36,1,1,7.24,4.79,8.87,0,1,0,0
2426,6,4,1.91,212.221.7.69,BR,1,0,0.17,0.08,2.67,1,0,5.84,1.28,9.71,1,1,0,0
2427,6,3,1.75,45.165.154.56,US,1,0,0.15,0.03,49.48,1,1,0.28,0.46,7.5,0,0,0,0
2428,5,3,0.59,76.234.1.84,JP,1,0,0.18,0.19,77.28,0,1,8.09,0.59,9.73,0,0,0,0
2429,13,4,1.04,52.165.55.181,US,1,0,0.18,0.4,31.25,1,0,14.47,0.72,5.61,0,0,0,0
2430,14,2,1.3,30.123.48.131,IN,1,0,0.15,0.16,78.79,0,0,15.62,0.66,9.16,0,0,0,0
2431,9,1,0.63,193.241.54.18,JP,1,0,0.1,0.24,26.96,0,0,13.03,3.19,7.55,0,0,0,0
2432,13,1,1.31,217.137.52.144,GB,1,0,0.03,0.14,95.34,1,1,1.01,3.3,8.35,0,1,0,0
2433,6,0,1.68,95.103.37.185,JP,1,0,0.03,0.47,78.03,0,1,12.88,4.98,7.11,1,0,0,0
2434,13,4,1.68,151.188.110.93,JP,1,0,0.16,0.2,69.82,1,0,3.88,0.12,5.63,0,0,0,0
2435,7,1,1.47,231.5.10.252,GB,1,0,0.01,0.23,60.15,1,1,1.24,3.74,5.43,0,0,0,0
2436,9,3,1.29,123.242.77.159,CA,1,0,0.06,0.1,68.04,0,0,9.05,4.11,8.15,0,1,0,0
2437,7,3,1.2,131.24.1.108,CA,1,0,0.14,0.48,16.37,1,1,19.64,4.04,9.69,0,0,0,0
2438,13,4,0.76,118.191.110.60,GB,1,0,0.02,0.28,89.08,1,1,5.97,0.39,5.68,0,0,0,0
2439,14,2,0.76,212.209.232.92,IN,1,0,0.04,0.22,76.22,0,0,20.94,2.62,5.5,0,0,0,0
2440,6,3,1.45,115.132.179.28,US,1,0,0.17,0.4,54.62,1,0,4.42,0.84,6.17,0,1,0,0
2441,8,4,1.44,114.191.69.73,CA,1,0,0.04,0.29,74.22,0,1,15.06,0.04,5.05,0,0,0,0
2442,6,2,1.9,251.207.25.147,JP,1,0,0.01,0.27,27.85,0,1,15.79,4.14,7.62,0,0,0,0
2443,12,3,1.99,170.149.83.185,CA,1,0,0.18,0.0,28.42,0,0,11.81,2.4,6.7,0,0,0,0
2444,13,4,1.35,72.16.85.217,AU,1,0,0.05,0.07,14.06,1,0,18.13,2.78,8.03,0,0,0,0
2445,9,0,1.99,63.142.57.148,AU,1,0,0.04,0.36,27.04,0,1,5.51,2.33,7.32,0,0,0,0
2446,8,0,0.75,137.146.128.95,BR,1,0,0.1,0.42,16.89,0,1,17.14,1.61,6.41,0,1,0,0
2447,6,3,1.37,183.23.181.177,AU,1,0,0.19,0.43,83.59,0,0,0.88,0.6,8.0,0,0,0,0
2448,10,4,0.7,179.123.7.149,DE,0,0,0.18,0.33,8.71,1,0,9.31,4.12,5.72,0,1,0,0
2449,9,3,1.08,143.172.220.225,DE,1,0,0.18,0.35,90.49,1,0,10.77,1.27,6.06,0,1,0,0
2450,9,2,0.55,163.178.14.146,JP,1,0,0.13,0.43,25.02,0,0,20.5,0.91,6.43,0,0,0,0
2451,8,2,1.95,13.194.73.56,DE,1,1,0.07,0.4,35.85,1,0,8.91,3.87,5.62,0,0,0,0
2452,7,1,1.24,54.206.8.183,GB,1,0,0.19,0.34,7.92,0,0,12.43,4.44,9.08,0,0,0,0
2453,9,1,1.5,143.101.197.95,AU,1,0,0.05,0.37,88.43,0,1,14.07,0.78,5.03,1,0,0,1
2454,7,1,1.33,34.164.179.66,DE,1,0,0.11,0.32,83.54,1,1,14.75,2.63,6.4,0,0,0,0
2455,12,2,0.54,166.34.52.117,DE,1,0,0.08,0.03,63.18,0,1,17.8,4.63,8.91,0,0,0,0
2456,9,3,1.96,8.217.22.216,IN,1,0,0.03,0.19,99.88,1,1,19.56,4.06,9.48,0,0,0,0
2457,6,0,0.96,13.29.254.2,IN,1,0,0.02,0.29,19.77,1,1,15.88,2.85,5.92,0,0,0,0
2458,9,3,1.76,87.33.108.142,CA,1,0,0.13,0.02,46.43,1,1,11.58,4.98,6.75,0,0,0,0
2459,7,0,1.69,196.176.44.192,CA,0,0,0.12,0.26,27.79,0,0,15.99,3.71,6.96,0,0,0,0
2460,10,0,1.93,109.148.231.219,JP,1,1,0.16,0.47,34.99,1,1,11.04,0.79,6.1,0,0,0,0
2461,14,0,0.87,216.106.71.21,BR,1,0,0.06,0.47,81.73,0,1,9.8,2.38,9.0,0,0,0,0
2462,10,4,1.99,246.80.34.159,JP,0,0,0.1,0.37,4.65,1,0,1.17,4.82,9.17,0,0,0,0
2463,10,3,0.91,221.118.65.37,IN,1,1,0.19,0.36,13.77,1,0,10.51,3.08,8.47,0,0,0,0
2464,5,2,1.95,252.243.41.31,IN,1,0,0.17,0.35,38.19,1,1,13.21,3.7,7.9,0,0,0,1
2465,14,0,1.46,63.179.142.150,US,1,0,0.17,0.21,11.54,1,1,17.5,0.39,8.06,0,0,0,0
2466,11,2,1.05,218.156.154.137,GB,1,0,0.11,0.48,87.32,0,1,15.75,0.6,5.39,0,0,0,1
2467,12,3,1.38,224.202.128.144,BR,0,0,0.03,0.05,68.89,1,0,0.78,3.86,5.18,0,0,0,0
2468,11,2,0.91,75.234.159.82,JP,1,0,0.14,0.27,6.53,1,1,15.04,1.85,6.26,0,0,0,0
